Infinitive,Präsens_ich,Präsens_du,"Präsens_er, sie, es",Präteritum_ich,Partizip II,Konjunktiv II_ich,Imperativ Singular,Imperativ Plural,Hilfsverb
miefen,miefe,miefst,mieft,miefte,gemieft,miefte,mief,mieft,haben
nacktbaden,bade nackt,badest nackt,badet nackt,badete nackt,nacktgebadet,badete nackt,bad nackt,badet nackt,haben
subrogieren,subrogiere,subrogierst,subrogiert,subrogierte,subrogiert,subrogierte,subrogier,subrogiert,haben
lichten,lichte,lichtest,lichtet,lichtete,gelichtet,lichtete,licht,lichtet,haben
bereitstehen,stehe bereit,stehst bereit,steht bereit,stand bereit,bereitgestanden,stünde bereit,stehe bereit,steht bereit,haben
mäßigen,mäßige,mäßigst,mäßigt,mäßigte,gemäßigt,mäßigte,mäßige,mäßigt,haben
schwirren,schwirre,schwirrst,schwirrt,schwirrte,geschwirrt,schwirrte,schwirr,schwirrt,sein
simulieren,simuliere,simulierst,simuliert,simulierte,simuliert,simulierte,simuliere,simuliert,haben
queren,quere,querst,quert,querte,gequert,querte,quer,quert,haben
retournieren,retourniere,retournierst,retourniert,retournierte,retourniert,retournierte,retourniere,retourniert,haben
abpflücken,pflücke ab,pflückst ab,pflückt ab,pflückte ab,abgepflückt,pflückte ab,pflücke ab,pflückt ab,haben
grausen,grause,graust,graust,grauste,gegraust,grauste,graus,graust,haben
inszenieren,inszeniere,inszenierst,inszeniert,inszenierte,inszeniert,inszenierte,inszeniere,inszeniert,haben
tünchen,tünche,tünchst,tüncht,tünchte,getüncht,tünchte,tünche,tüncht,haben
herausschneiden,schneide heraus,schneidest heraus,schneidet heraus,schnitt heraus,herausgeschnitten,schnitte heraus,schneid heraus,schneidet heraus,haben
verbeugen,verbeuge,verbeugst,verbeugt,verbeugte,verbeugt,verbeugte,verbeug,verbeugt,haben
roden,rode,rodest,rodet,rodete,gerodet,rodete,rode,rodet,haben
remisieren,remisiere,remisierst,remisiert,remisierte,remisiert,remisierte,remisier,remisiert,haben
mehlieren,mehliere,mehlierst,mehliert,mehlierte,mehliert,mehlierte,mehliere,mehliert,haben
betanzen,betanze,betanzt,betanzt,betanzte,betanzt,betanzte,betanz,betanzt,haben
auslichten,lichte aus,lichtest aus,lichtet aus,lichtete aus,ausgelichtet,lichtete aus,lichte aus,lichtet aus,haben
anläuten,läute an,läutest an,läutet an,läutete an,angeläutet,läutete an,läute an,läutet an,haben
aufringen,ringe auf,ringst auf,ringt auf,rang auf,aufgerungen,ränge auf,ring auf,ringt auf,haben
fenzen,fenze,fenzt,fenzt,fenzte,gefenzt,fenzte,fenz,fenzt,haben
festfragen,festfrage,festfragst,festfragt,festfragte,gefestfragt,festfragte,festfrag,festfragt,haben
novellieren,novelliere,novellierst,novelliert,novellierte,novelliert,novellierte,novellier,novelliert,haben
segnen,segne,segnest,segnet,segnete,gesegnet,segnete,segne,segnet,haben
kehrtmachen,mache kehrt,machst kehrt,macht kehrt,machte kehrt,kehrtgemacht,machte kehrt,mach kehrt,macht kehrt,haben
erschallen,erschalle,erschallst,erschallt,erschallte,erschallt,erschallte,erschall,erschallt,haben
exaggerieren,exaggeriere,exaggerierst,exaggeriert,exaggerierte,exaggeriert,exaggerierte,exaggeriere,exaggeriert,haben
klehen,klehe,klehst,kleht,klehte,gekleht,klehte,kleh,kleht,haben
aggravieren,aggraviere,aggravierst,aggraviert,aggravierte,aggraviert,aggravierte,aggravier,aggraviert,haben
erzwingen,erzwinge,erzwingst,erzwingt,erzwang,erzwungen,erzwänge,erzwinge,erzwingt,haben
kauderwelschen,kauderwelsche,kauderwelschst,kauderwelscht,kauderwelschte,gekauderwelscht,kauderwelschte,kauderwelsch,kauderwelscht,haben
missraten,missrate,missrätst,missrät,missriet,missraten,missriete,missrate,missratet,haben
evolvieren,evolviere,evolvierst,evolviert,evolvierte,evolviert,evolvierte,evolviere,evolviert,haben
ruminieren,ruminiere,ruminierst,ruminiert,ruminierte,ruminiert,ruminierte,ruminier,ruminiert,haben
verjähren,—,—,verjährt,verjährte,verjährt,verjährte,—,—,sein
guffeln,guffle,guffelst,guffelt,guffelte,geguffelt,guffelte,guffel,guffelt,haben
verkasematuckeln,verkasematuckle,verkasematuckelst,verkasematuckelt,verkasematuckelte,verkasematuckelt,verkasematuckelte,verkasematuckel,verkasematuckelt,haben
supplizieren,suppliziere,supplizierst,suppliziert,supplizierte,suppliziert,supplizierte,supplizier,suppliziert,haben
enteignen,enteigne,enteignest,enteignet,enteignete,enteignet,enteignete,enteigne,enteignet,haben
bereichern,bereichere,bereicherst,bereichert,bereicherte,bereichert,bereicherte,bereichere,bereichert,haben
festen,feste,festest,festet,festete,gefestet,festete,fest,festet,haben
aerifizieren,aerifiziere,aerifizierst,aerifiziert,aerifizierte,aerifiziert,aerifizierte,aerifizier,aerifiziert,haben
schnellen,schnelle,schnellst,schnellt,schnellte,geschnellt,schnellte,schnell,schnellt,haben
berufen,berufe,berufst,beruft,berief,berufen,beriefe,beruf,beruft,haben
manschen,mansche,manschst,manscht,manschte,gemanscht,manschte,mansch,manscht,haben
mantschen,mantsche,mantschst,mantscht,mantschte,gemantscht,mantschte,mantsch,mantscht,haben
matschen,matsche,matschst,matscht,matschte,gematscht,matschte,matsch,matscht,haben
zedieren,zediere,zedierst,zediert,zedierte,zediert,zedierte,zediere,zediert,haben
zusammenreißen,reiße zusammen,reißt zusammen,reißt zusammen,riss zusammen,zusammengerissen,risse zusammen,reiß zusammen,reißt zusammen,haben
schlingern,schlingere,schlingerst,schlingert,schlingerte,geschlingert,schlingerte,schlinger,schlingert,haben
schwojen,—,—,schwojt,schwojte,geschwojt,schwojte,—,—,haben
fotokopieren,fotokopiere,fotokopierst,fotokopiert,fotokopierte,fotokopiert,fotokopierte,fotokopier,fotokopiert,haben
photokopieren,photokopiere,photokopierst,photokopiert,photokopierte,photokopiert,photokopierte,photokopier,photokopiert,haben
beheben,behebe,behebst,behebt,behob,behoben,behöbe,behebe,behebt,haben
befassen,befasse,befasst,befasst,befasste,befasst,befasste,befass,befasst,haben
dazusagen,sage dazu,sagst dazu,sagt dazu,sagte dazu,dazugesagt,sagte dazu,sage dazu,sagt dazu,haben
abwehren,wehre ab,wehrst ab,wehrt ab,wehrte ab,abgewehrt,wehrte ab,wehr ab,wehrt ab,haben
glucksen,gluckse,gluckst,gluckst,gluckste,gegluckst,gluckste,glucks,gluckst,haben
abdreschen,dresche ab,drischst ab,drischt ab,drasch ab,abgedroschen,dräsche ab,drisch ab,drescht ab,haben
freihalten,halte frei,hältst frei,hält frei,hielt frei,freigehalten,hielte frei,halt frei,haltet frei,haben
näherkommen,komme näher,kommst näher,kommt näher,kam näher,nähergekommen,käme näher,komm näher,kommt näher,sein
abkönnen,kann ab,kannst ab,kann ab,konnte ab,abgekonnt,könnte ab,—,—,haben
abrutschen,rutsche ab,rutschst ab,rutscht ab,rutschte ab,abgerutscht,rutschte ab,rutsch ab,rutscht ab,sein
zusammenbrechen,breche zusammen,brichst zusammen,bricht zusammen,brach zusammen,zusammengebrochen,bräche zusammen,brich zusammen,brecht zusammen,sein
auswürgen,würge aus,würgst aus,würgt aus,würgte aus,ausgewürgt,würgte aus,würg aus,würgt aus,haben
zusammenschrauben,schraube zusammen,schraubst zusammen,schraubt zusammen,schraubte zusammen,zusammengeschraubt,schraubte zusammen,schraub zusammen,schraubt zusammen,haben
bladen,blade,bladest,bladet,bladete,gebladet,bladete,blade,bladet,sein
inlinen,inline,inlinest,inlinet,inlinete,geinlinet,inlinete,inline,inlinet,sein
inlinern,inlinere,inlinerst,inlinert,inlinerte,geinlinert,inlinerte,inlinere,inlinert,sein
inlineskaten,inlineskate,inlineskatest,inlineskatet,inlineskatete,inlinegeskatet,inlineskatete,inlineskate,inlineskatet,sein
rollerbladen,rollerblade,rollerbladest,rollerbladet,rollerbladete,rollergebladet,rollerbladete,rollerblade,rollerbladet,sein
menstruieren,menstruiere,menstruierst,menstruiert,menstruierte,menstruiert,menstruierte,menstruiere,menstruiert,haben
verbuchen,verbuche,verbuchst,verbucht,verbuchte,verbucht,verbuchte,verbuch,verbucht,haben
mitspielen,spiele mit,spielst mit,spielt mit,spielte mit,mitgespielt,spielte mit,spiel mit,spielt mit,haben
verurteilen,verurteile,verurteilst,verurteilt,verurteilte,verurteilt,verurteilte,verurteil,verurteilt,haben
lüften,lüfte,lüftest,lüftet,lüftete,gelüftet,lüftete,lüfte,lüftet,haben
überwältigen,überwältige,überwältigst,überwältigt,überwältigte,überwältigt,überwältigte,überwältige,überwältigt,haben
buben,bube,bubst,bubt,bubte,gebubt,bubte,bub,bubt,haben
letzen,letze,letzt,letzt,letzte,geletzt,letzte,letz,letzt,haben
flitzen,flitze,flitzt,flitzt,flitzte,geflitzt,flitzte,flitz,flitzt,haben
quieken,quieke,quiekst,quiekt,quiekte,gequiekt,quiekte,quiek,quiekt,haben
quieksen,quiekse,quiekst,quiekst,quiekste,gequiekst,quiekste,quieks,quiekst,haben
fouragieren,fouragiere,fouragierst,fouragiert,fouragierte,fouragiert,fouragierte,fouragiere,fouragiert,haben
tunneln,tunnele,tunnelst,tunnelt,tunnelte,getunnelt,tunnelte,tunnele,tunnelt,haben
runterholen,hole runter,holst runter,holt runter,holte runter,runtergeholt,holte runter,hol runter,holt runter,haben
hochkriegen,kriege hoch,kriegst hoch,kriegt hoch,kriegte hoch,hochgekriegt,kriegte hoch,krieg hoch,kriegt hoch,haben
verblöden,verblöde,verblödest,verblödet,verblödete,verblödet,verblödete,verblöd,verblödet,sein
verschmerzen,verschmerze,verschmerzt,verschmerzt,verschmerzte,verschmerzt,verschmerzte,verschmerz,verschmerzt,haben
abbrühen,brühe ab,brühst ab,brüht ab,brühte ab,abgebrüht,brühte ab,brüh ab,brüht ab,haben
abdüsen,düse ab,düst ab,düst ab,düste ab,abgedüst,düste ab,düse ab,düst ab,sein
abrackern,rackere ab,rackerst ab,rackert ab,rackerte ab,abgerackert,rackerte ab,rackere ab,rackert ab,haben
festschrauben,schraube fest,schraubst fest,schraubt fest,schraubte fest,festgeschraubt,schraubte fest,schraub fest,schraubt fest,haben
draufkommen,komme drauf,kommst drauf,kommt drauf,kam drauf,draufgekommen,käme drauf,komm drauf,kommt drauf,sein
podcasten,podcaste,podcastest,podcastet,podcastete,gepodcastet,podcastete,podcaste,podcastet,haben
schuppen,schuppe,schuppst,schuppt,schuppte,geschuppt,schuppte,schupp,schuppt,haben
anwackeln,wackle an,wackelst an,wackelt an,wackelte an,angewackelt,wackelte an,wackle an,wackelt an,sein
föhnen,föhne,föhnst,föhnt,föhnte,geföhnt,föhnte,föhn,föhnt,haben
einkriegen,kriege ein,kriegst ein,kriegt ein,kriegte ein,eingekriegt,kriegte ein,krieg ein,kriegt ein,haben
elektrifizieren,elektrifiziere,elektrifizierst,elektrifiziert,elektrifizierte,elektrifiziert,elektrifizierte,elektrifiziere,elektrifiziert,haben
aufgeilen,geile auf,geilst auf,geilt auf,geilte auf,aufgegeilt,geilte auf,geile auf,geilt auf,haben
ertrügen,ertrüge,ertrügst,ertrügt,ertrog,ertrogen,ertröge,ertrüge,ertrügt,haben
schmauchen,schmauche,schmauchst,schmaucht,schmauchte,geschmaucht,schmauchte,schmauch,schmaucht,haben
umgraben,grabe um,gräbst um,gräbt um,grub um,umgegraben,grübe um,grab um,grabt um,haben
stromern,stromere,stromerst,stromert,stromerte,gestromert,stromerte,stromere,stromert,sein
verspringen,verspringe,verspringst,verspringt,versprang,versprungen,verspränge,verspring,verspringt,sein
drankriegen,kriege dran,kriegst dran,kriegt dran,kriegte dran,drangekriegt,kriegte dran,krieg dran,kriegt dran,haben
asphaltieren,asphaltiere,asphaltierst,asphaltiert,asphaltierte,asphaltiert,asphaltierte,asphaltier,asphaltiert,haben
ausbaggern,baggere aus,baggerst aus,baggert aus,baggerte aus,ausgebaggert,baggerte aus,baggere aus,baggert aus,haben
faken,fake,fakst,fakt,fakte,gefakt,fakte,fak,fakt,haben
shishen,shishe,shishst,shisht,shishte,geshisht,shishte,shish,shisht,haben
fisten,fiste,fistest,fistet,fistete,gefistet,fistete,fiste,fistet,haben
abpölen,pöle ab,pölst ab,pölt ab,pölte ab,abgepölt,pölte ab,pöle ab,pölt ab,haben
zetern,zetere,zeterst,zetert,zeterte,gezetert,zeterte,zetere,zetert,haben
pöbeln,pöble,pöbelst,pöbelt,pöbelte,gepöbelt,pöbelte,pöble,pöbelt,haben
einwechseln,wechsele ein,wechselst ein,wechselt ein,wechselte ein,eingewechselt,wechselte ein,wechsle ein,wechselt ein,haben
absporen,—,—,sport ab,sporte ab,abgesport,sporte ab,—,—,haben
richtigliegen,liege richtig,liegst richtig,liegt richtig,lag richtig,richtiggelegen,läge richtig,lieg richtig,liegt richtig,haben
ausbitten,bitte aus,bittest aus,bittet aus,bat aus,ausgebeten,bäte aus,bitte aus,bittet aus,haben
abtupfen,tupfe ab,tupfst ab,tupft ab,tupfte ab,abgetupft,tupfte ab,tupfe ab,tupft ab,haben
reingrätschen,grätsche rein,grätschst rein,grätscht rein,grätschte rein,reingegrätscht,grätschte rein,grätsch rein,grätscht rein,haben
durchschlafen,schlafe durch,schläfst durch,schläft durch,schlief durch,durchgeschlafen,schliefe durch,schlaf durch,schlaft durch,haben
dibbeln,dibble,dibbelst,dibbelt,dibbelte,gedibbelt,dibbelte,dibble,dibbelt,haben
schnacken,schnacke,schnackst,schnackt,schnackte,geschnackt,schnackte,schnack,schnackt,haben
wegwerfen,werfe weg,wirfst weg,wirft weg,warf weg,weggeworfen,würfe weg,wirf weg,werft weg,haben
zusammenleimen,leime zusammen,leimst zusammen,leimt zusammen,leimte zusammen,zusammengeleimt,leimte zusammen,leim zusammen,leimt zusammen,haben
aufrechterhalten,erhalte aufrecht,erhältst aufrecht,erhält aufrecht,erhielt aufrecht,aufrechterhalten,erhielte aufrecht,erhalte aufrecht,erhaltet aufrecht,haben
durchlaufen,laufe durch,läufst durch,läuft durch,lief durch,durchgelaufen,liefe durch,lauf durch,lauft durch,sein
flachlegen,lege flach,legst flach,legt flach,legte flach,flachgelegt,legte flach,leg flach,legt flach,haben
anöden,öde an,ödest an,ödet an,ödete an,angeödet,ödete an,öde an,ödet an,haben
infundieren,infundiere,infundierst,infundiert,infundierte,infundiert,infundierte,infundiere,infundiert,haben
einherschreiten,schreite einher,schreitest einher,schreitet einher,schritt einher,einhergeschritten,schritte einher,schreit einher,schreitet einher,sein
schwarzfahren,fahre schwarz,fährst schwarz,fährt schwarz,fuhr schwarz,schwarzgefahren,führe schwarz,fahr schwarz,fahrt schwarz,sein
schwarzarbeiten,arbeite schwarz,arbeitest schwarz,arbeitet schwarz,arbeitete schwarz,schwarzgearbeitet,arbeitete schwarz,arbeit schwarz,arbeitet schwarz,haben
herumballern,baller herum,ballerst herum,ballert herum,ballerte herum,herumgeballert,ballerte herum,baller herum,ballert herum,haben
ansammeln,sammle an,sammelst an,sammelt an,sammelte an,angesammelt,sammelte an,sammle an,sammelt an,haben
notschlachten,notschlachte,notschlachtest,notschlachtet,notschlachtete,notgeschlachtet,notschlachtete,notschlachte,notschlachtet,haben
anfallen,falle an,fällst an,fällt an,fiel an,angefallen,fiele an,falle an,fallt an,haben
verunzieren,verunziere,verunzierst,verunziert,verunzierte,verunziert,verunzierte,verunzier,verunziert,haben
abnudeln,nudele ab,nudelst ab,nudelt ab,nudelte ab,abgenudelt,nudelte ab,nudele ab,nudelt ab,haben
recyceln,recycele,recycelst,recycelt,recycelte,recycelt,recycelte,recycele,recycelt,haben
recyclen,recycle,recyclest,recyclet,recyclete,recyclet,recyclete,recycle,recyclet,haben
bankrottieren,bankrottiere,bankrottierst,bankrottiert,bankrottierte,bankrottiert,bankrottierte,bankrottier,bankrottiert,haben
veraasen,veraase,veraast,veraast,veraaste,veraast,veraaste,veraas,veraast,haben
reinwaschen,wasche rein,wäschst rein,wäscht rein,wusch rein,reingewaschen,wüsche rein,wasch rein,wascht rein,haben
exorzieren,exorziere,exorzierst,exorziert,exorzierte,exorziert,exorzierte,exorzier,exorziert,haben
exorzisieren,exorzisiere,exorzisierst,exorzisiert,exorzisierte,exorzisiert,exorzisierte,exorzisier,exorzisiert,haben
arrondieren,arrondiere,arrondierst,arrondiert,arrondierte,arrondiert,arrondierte,arrondiere,arrondiert,haben
ausbügeln,bügle aus,bügelst aus,bügelt aus,bügelte aus,ausgebügelt,bügelte aus,bügle aus,bügelt aus,haben
neuern,neuere,neuerst,neuert,neuerte,geneuert,neuerte,neuere,neuert,haben
doubeln,double,doubelst,doubelt,doubelte,gedoubelt,doubelte,double,doubelt,haben
verbremsen,verbremse,verbremst,verbremst,verbremste,verbremst,verbremste,verbrems,verbremst,haben
anschnauzen,schnauze an,schnauzt an,schnauzt an,schnauzte an,angeschnauzt,schnauzte an,schnauze an,schnauzt an,haben
bostitchen,bostitche,bostitchst,bostitcht,bostitchte,gebostitcht,bostitchte,bostitche,bostitcht,haben
sensen,sense,senst,senst,senste,gesenst,senste,sens,senst,haben
fusseln,fussele,fusselst,fusselt,fusselte,gefusselt,fusselte,fussele,fusselt,haben
feuerbestatten,feuerbestatte,feuerbestattest,feuerbestattet,feuerbestattete,feuerbestattet,feuerbestattete,feuerbestatte,feuerbestattet,haben
annoncieren,annonciere,annoncierst,annonciert,annoncierte,annonciert,annoncierte,annoncier,annonciert,haben
inserieren,inseriere,inserierst,inseriert,inserierte,inseriert,inserierte,inseriere,inseriert,haben
ausposaunen,posaune aus,posaunst aus,posaunt aus,posaunte aus,ausposaunt,posaunte aus,posaune aus,posaunt aus,haben
posaunen,posaune,posaunst,posaunt,posaunte,posaunt,posaunte,posaun,posaunt,haben
bloggen,blogge,bloggst,bloggt,bloggte,gebloggt,bloggte,blogg,bloggt,haben
periodisieren,periodisiere,periodisierst,periodisiert,periodisierte,periodisiert,periodisierte,periodisier,periodisiert,haben
abfassen,fasse ab,fasst ab,fasst ab,fasste ab,abgefasst,fasste ab,fass ab,fasst ab,haben
nuscheln,nuschle,nuschelst,nuschelt,nuschelte,genuschelt,nuschelte,nuschle,nuschelt,haben
synthetisieren,synthetisiere,synthetisierst,synthetisiert,synthetisierte,synthetisiert,synthetisierte,synthetisier,synthetisiert,haben
patchen,patche,patchst,patcht,patchte,gepatcht,patchte,patche,patcht,haben
anbraten,brate an,brätst an,brät an,briet an,angebraten,briete an,brat an,bratet an,haben
bestreuen,bestreue,bestreust,bestreut,bestreute,bestreut,bestreute,bestreue,bestreut,haben
abgießen,gieße ab,gießt ab,gießt ab,goss ab,abgegossen,gösse ab,gieß ab,gießt ab,haben
einfetten,fette ein,fettest ein,fettet ein,fettete ein,eingefettet,fettete ein,fett ein,fettet ein,haben
unterheben,hebe unter,hebst unter,hebt unter,hob unter,untergehoben,höbe unter,hebe unter,hebt unter,haben
einfüllen,fülle ein,füllst ein,füllt ein,füllte ein,eingefüllt,füllte ein,füll ein,füllt ein,haben
verquirlen,verquirle,verquirlst,verquirlt,verquirlte,verquirlt,verquirlte,verquirl,verquirlt,haben
übergießen,gieße über,gießt über,gießt über,goss über,übergegossen,gösse über,gieß über,gießt über,haben
aufgießen,gieße auf,gießt auf,gießt auf,goss auf,aufgegossen,gösse auf,gieß auf,gießt auf,haben
abtropfen,tropfe ab,tropfst ab,tropft ab,tropfte ab,abgetropft,tropfte ab,tropfe ab,tropft ab,sein
aufwarten,warte auf,wartest auf,wartet auf,wartete auf,aufgewartet,wartete auf,warte auf,wartet auf,haben
